sistema,uf,competencia,cnes,procedimento,qtd,valor
SIA,RJ,202501,2273411,0206010060,4.0,389.76
SIA,RJ,202501,5717256,0206020031,440.0,60020.4
SIA,RJ,202501,5717256,0206010079,330.0,32155.2
SIA,RJ,202501,7166494,0206010010,42.0,3643.92
SIA,RJ,202501,7166494,0206020015,24.0,2082.0
SIA,RJ,202501,2269481,0206010010,122.0,10584.72
SIA,RJ,202501,2269481,0206010028,328.0,33160.8
SIA,RJ,202501,2269481,0206010036,91.0,7895.16
SIA,RJ,202501,2269481,0206020031,376.0,51290.16
SIA,RJ,202501,2269481,0206030010,381.0,52818.03
SIA,RJ,202501,2269481,0206030037,405.0,56145.15
SIA,RJ,202501,2269481,0211020036,202.0,1040.3
SIA,RJ,202501,2269481,0206010079,265.0,25821.6
SIA,RJ,202501,0215015,0206010010,23.0,1995.48
SIA,RJ,202501,2269988,0206010028,5.0,505.5
SIA,RJ,202501,2269988,0206010044,14.0,1214.5
SIA,RJ,202501,5717256,0211020060,294.0,8820.0
SIA,RJ,202501,2295407,0211020036,15.0,77.25
SIA,RJ,202501,5717256,0206010028,92.0,9301.2
SIA,RJ,202501,2295407,0206010079,506.0,49304.64
SIA,RJ,202501,2295407,0206010044,84.0,7287.0
SIA,RJ,202501,2295407,0206010028,22.0,2224.2
SIA,RJ,202501,2295407,0206010010,54.0,4685.04
SIA,RJ,202501,2295407,0206030037,350.0,48520.5
SIA,RJ,202501,5717256,0206010010,33.0,2863.08
SIA,RJ,202501,2269481,0206020023,153.0,13272.75
SIA,RJ,202501,2269392,0206010044,137.0,11884.75
SIA,RJ,202501,2280183,0206030029,6.0,520.5
SIA,RJ,202501,3348431,0206030029,4.0,347.0
SIA,RJ,202501,9996095,0206020031,15.0,2046.15
SIA,RJ,202501,2273659,0206010044,30.0,2602.5
SIA,RJ,202501,7584342,0206010044,5.0,433.75
SIA,RJ,202501,9792961,0206010044,3.0,260.25
SIA,RJ,202501,2269481,0206010044,55.0,4771.25
SIA,RJ,202501,2270668,0211020036,18.0,92.7
SIA,RJ,202501,2291266,0206020023,20.0,1735.0
SIA,RJ,202501,9792961,0206010036,5.0,433.8
SIA,RJ,202501,2273411,0206010079,6.0,584.64
SIA,RJ,202501,9792961,0206030029,3.0,260.25
SIA,RJ,202501,7985657,0211020036,69.0,355.35
SIA,RJ,202501,7166494,0206010044,10.0,867.5
SIA,RJ,202501,2295407,0206030010,336.0,46579.68
SIA,RJ,202501,5717256,0206010052,39.0,3383.25
SIA,RJ,202501,5717256,0206010044,42.0,3643.5
SIA,RJ,202501,9996095,0206010044,2.0,173.5
SIA,RJ,202501,5154197,0211020036,99.0,509.85
SIA,RJ,202501,2269988,0206010010,16.0,1388.16
SIA,RJ,202501,2269554,0206010060,1.0,97.44
SIA,RJ,202501,2269554,0206010052,2.0,173.5
SIA,RJ,202501,3348431,0206010044,4.0,347.0
SIA,RJ,202501,2269988,0206010052,3.0,260.25
SIA,RJ,202501,9075143,0211020036,101.0,520.15
SIA,RJ,202501,6648371,0211020036,61.0,314.15
SIA,RJ,202501,2269953,0211020036,70.0,360.5
SIA,RJ,202501,9996095,0206010036,2.0,173.52
SIA,RJ,202501,9061401,0211020036,54.0,278.1
SIA,RJ,202501,6023983,0211020036,44.0,226.6
SIA,RJ,202501,2295407,0206010036,14.0,1214.64
SIA,RJ,202501,3348431,0206010052,1.0,86.75
SIA,RJ,202501,6927289,0206010060,1.0,97.44
SIA,RJ,202501,2273276,0206010079,8.0,779.52
SIA,RJ,202501,2280779,0211020036,94.0,484.1
SIA,RJ,202501,2273454,0206010010,2.0,173.52
SIA,RJ,202501,6995462,0206020031,5.0,682.05
SIA,RJ,202501,2270609,0205010016,6.0,990.0
SIA,RJ,202501,2295407,0206020023,3.0,260.25
SIA,RJ,202501,6804209,0211020036,196.0,1009.4
SIA,RJ,202501,5955637,0211020036,386.0,1987.9
SIA,RJ,202501,2280167,0206020023,4.0,347.0
SIA,RJ,202501,2270293,0211020036,20.0,103.0
SIA,RJ,202501,9996095,0206010028,2.0,202.2
SIA,RJ,202501,3348431,0206010036,2.0,173.52
SIA,RJ,202501,2273659,0206010052,14.0,1214.5
SIA,RJ,202501,5620287,0211020036,188.0,968.2
SIA,RJ,202501,2698854,0206010079,25.0,2436.0
SIA,RJ,202501,2708213,0206010028,108.0,10918.8
SIA,RJ,202501,2698854,0208010025,58.0,23694.16
SIA,RJ,202501,2295415,0206020031,97.0,13231.77
SIA,RJ,202501,9582029,0206030010,34.0,4713.42
SIA,RJ,202501,2295415,0206030010,95.0,13169.85
SIA,RJ,202501,2708213,0206010010,47.0,4077.72
SIA,RJ,202501,9582029,0206030037,33.0,4574.79
SIA,RJ,202501,6742831,0211020036,500.0,2575.0
SIA,RJ,202501,2273659,0206010028,7.0,707.7
SIA,RJ,202501,2708213,0206030037,76.0,10535.88
SIA,RJ,202501,3567567,0211020036,70.0,360.5
SIA,RJ,202501,2708213,0206010079,57.0,5554.08
SIA,RJ,202501,2698854,0208010033,58.0,22218.06
SIA,RJ,202501,7996675,0211020036,75.0,386.25
SIA,RJ,202501,2295415,0206030037,93.0,12892.59
SIA,RJ,202501,2295415,0211020060,32.0,960.0
SIA,RJ,202501,6507409,0211020036,107.0,551.05
SIA,RJ,202501,2708213,0206020031,75.0,10230.75
SIA,RJ,202501,2269775,0206030037,9.0,1247.67
SIA,RJ,202501,2269775,0206030010,9.0,1247.67
SIA,RJ,202501,2708213,0206030010,62.0,8595.06
SIA,RJ,202501,9582029,0206010079,52.0,5066.88
SIA,RJ,202501,2295415,0206030029,17.0,1474.75
SIA,RJ,202501,2291266,0206020015,8.0,694.0
SIA,RJ,202501,2295415,0211020036,107.0,551.05
SIA,RJ,202501,2698854,0206030010,17.0,2356.71
SIA,RJ,202501,5955653,0211020036,555.0,2858.25
SIA,RJ,202501,2708213,0206020023,56.0,4858.0
SIA,RJ,202501,2269775,0206020031,8.0,1091.28
SIA,RJ,202501,9582029,0206020031,50.0,6820.5
SIA,RJ,202501,2270633,0211020036,40.0,206.0
SIA,RJ,202501,2698854,0206020031,22.0,3001.02
SIA,RJ,202501,5717256,0206010060,1.0,97.44
SIA,RJ,202501,2295415,0206010036,3.0,260.28
SIA,RJ,202501,2273357,0206020031,11.0,1500.51
SIA,RJ,202501,2295407,0206030029,4.0,347.0
SIA,RJ,202501,2291266,0206010036,5.0,433.8
SIA,RJ,202501,2708213,0206010036,30.0,2602.8
SIA,RJ,202501,2708213,0206010044,22.0,1908.5
SIA,RJ,202501,2273659,0206010079,54.0,5261.76
SIA,RJ,202501,2273357,0206030037,16.0,2218.08
SIA,RJ,202501,2295415,0206010044,16.0,1388.0
SIA,RJ,202501,7041624,0211020036,7.0,36.05
SIA,RJ,202501,6995462,0206030010,6.0,831.78
SIA,RJ,202501,9582029,0206020015,5.0,433.75
SIA,RJ,202501,2295415,0206010079,21.0,2046.24
SIA,RJ,202501,9582029,0206010036,2.0,173.52
SIA,RJ,202501,2295415,0206010052,3.0,260.25
SIA,RJ,202501,7069502,0208010025,10.0,4085.2
SIA,RJ,202501,2270412,0211020036,12.0,61.8
SIA,RJ,202501,2698854,0206030037,17.0,2356.71
SIA,RJ,202501,2698854,0206010028,2.0,202.2
SIA,RJ,202501,2273659,0211020060,7.0,210.0
SIA,RJ,202501,6023320,0211020036,86.0,442.9
SIA,RJ,202501,2698854,0206010044,2.0,173.5
SIA,RJ,202501,2698854,0206010010,2.0,173.52
SIA,RJ,202501,6038905,0211020036,305.0,1570.75
SIA,RJ,202501,5467136,0211020036,50.0,257.5
SIA,RJ,202501,2708213,0206010060,1.0,97.44
SIA,RJ,202501,9996095,0206010010,2.0,173.52
